	0	0
0.1	0.000000525319	0.0000000191101
0.2	0.000000908079	0.0000000328555
0.3	0.00000135632	0.0000000488129
0.4	0.00000187411	0.0000000670862
0.5	0.00000246893	0.000000087897
0.6	0.00000314574	0.000000111376
0.7	0.00000390926	0.000000137639
0.8	0.00000476371	0.000000166782
0.9	0.00000571344	0.000000198893
1	0.00000676204	0.000000234041
1.5	0.0000136121	0.000000457258
2	0.0000234234	0.000000762275
2.5	0.0000365055	0.00000114858
3	0.0000530686	0.00000161068
3.5	0.0000732212	0.00000213847
4	0.0000969726	0.00000271775
4.5	0.000124236	0.00000333085
5	0.000154831	0.00000395736
5.5	0.0001885	0.00000457485
6	0.000224907	0.00000515974
6.5	0.000263652	0.00000568795
7	0.00030428	0.00000613585
7.5	0.000346292	0.00000648094
8	0.000389149	0.00000670257
8.5	0.000432294	0.00000678272
9	0.000475149	0.00000670662
9.5	0.000517132	0.00000646336
10	0.000557661	0.00000604653
11	0.000632101	0.00000469197
12	0.000694181	0.00000336063
13	0.000740143	0.00000334976
14	0.000766947	0.00000317991
15	0.000772446	0.00000493994
16	0.000755524	0.00000672649
17	0.0007162	0.00000715465
18	0.000655717	0.000000898495
19	0.000576617	0.0000000303332
20	0.000482778	0.000000935245
21	0.000379455	0.00000188314
22	0.000273298	0.00000276768
23	0.000172353	0.00000351163
24	0.0000860732	0.0000040265
25	0.0000252971	0.0000042126
26	0.00000223459	0.00000395931
27	0.00000244028	0.00000000186119
28	0.00000265457	0.0000000020273
29	0.0000028768	0.00000000220007
30	0.00000310733	0.00000000237985
31	0.0000033452	0.00000000256507
32	0.0000035909	0.00000000275677
33	0.00000384388	0.00000000295494
34	0.00000410423	0.00000000315958
35	0.00000437178	0.00000000337069
36	0.00000464565	0.00000000358594
37	0.0000049257	0.00000000380692
38	0.00000521229	0.00000000403364
39	0.00000550519	0.00000000426609
40	0.0000058043	0.00000000450427
41	0.00000610854	0.00000000474645
42	0.00000641854	0.00000000499378
43	0.00000673359	0.00000000524566
44	0.00000705405	0.00000000550253
45	0.00000737943	0.0000000057644
46	0.00000770923	0.00000000602964
47	0.00000804374	0.00000000629932
48	0.00000838296	0.00000000657345
49	0.00000872624	0.00000000685203
50	0.00000907361	0.0000000071345
51	0.00000942458	0.00000000741981
52	0.00000977942	0.00000000770892
53	0.0000101377	0.00000000800185
54	0.0000104997	0.00000000829858
55	0.0000108651	0.00000000859912
56	0.0000112334	0.00000000890213
57	0.0000116045	0.00000000920804
58	0.0000119785	0.00000000951719
59	0.0000123553	0.00000000982959
60	0.000012735	0.0000000101452
61	0.0000131167	0.0000000104629
62	0.0000135009	0.0000000107835
63	0.0000138874	0.0000000111068
64	0.000014276	0.0000000114327
65	0.0000146666	0.0000000117613
66	0.000015059	0.0000000120916
67	0.0000154531	0.0000000124242
68	0.0000158491	0.0000000127593
69	0.0000162466	0.0000000130968
70	0.0000166458	0.0000000134367
71	0.000017046	0.0000000137777
72	0.0000174477	0.0000000141208
73	0.0000178505	0.0000000144658
74	0.0000182545	0.0000000148129
75	0.0000186597	0.0000000151619
76	0.0000190657	0.0000000155122
77	0.0000194726	0.0000000158642
78	0.0000198803	0.0000000162176
79	0.0000202887	0.0000000165728
80	0.0000206979	0.0000000169296
81	0.0000211075	0.0000000172874
82	0.0000215177	0.0000000176466
83	0.0000219283	0.0000000180072
84	0.0000223396	0.0000000183692
85	0.000022751	0.0000000187325
86	0.0000231626	0.0000000190966
87	0.0000235744	0.0000000194618
88	0.0000239864	0.0000000198282
89	0.0000243986	0.0000000201957
90	0.0000248109	0.0000000205644
91	0.0000252231	0.0000000209338
92	0.0000256352	0.0000000213039
93	0.0000260472	0.000000021675
94	0.000026459	0.000000022047
95	0.0000268708	0.00000002242
96	0.0000272823	0.0000000227934
97	0.0000276934	0.0000000231677
98	0.0000281043	0.0000000235427
99	0.0000285148	0.0000000239183
100	0.0000289249	0.0000000242947
107	0.0000317811	0.000000026943
114	0.0000346045	0.0000000296109
121	0.0000373858	0.0000000322897
128	0.0000401176	0.0000000349726
135	0.0000427941	0.0000000376537
142	0.0000454109	0.0000000403277
149	0.0000479645	0.0000000429906
156	0.0000504527	0.0000000456386
163	0.0000528736	0.0000000482686
170	0.0000552262	0.0000000508778
177	0.0000575101	0.0000000534638
184	0.0000597253	0.0000000560246
191	0.0000618723	0.0000000585585
198	0.0000639517	0.0000000610638
205	0.0000659648	0.0000000635392
212	0.0000679129	0.0000000659834
219	0.0000697977	0.0000000683955
226	0.0000716205	0.0000000707746
233	0.0000733832	0.0000000731197
240	0.0000750876	0.0000000754302
247	0.0000767346	0.0000000777055
254	0.000078323	0.0000000799449
261	0.000079854	0.000000082148
268	0.0000813296	0.0000000843142
275	0.0000827518	0.0000000864432
282	0.0000841167	0.000000088535
289	0.0000854222	0.000000090589
296	0.0000866691	0.0000000926047
303	0.0000878551	0.0000000945823
310	0.00008898	0.0000000965208
317	0.0000900453	0.0000000984213
324	0.0000910517	0.000000100282
331	0.0000920004	0.000000102105
338	0.0000928912	0.000000103888
345	0.0000937253	0.000000105632
352	0.0000945036	0.000000107336
359	0.0000952276	0.000000109002
366	0.0000958981	0.000000110628
373	0.0000965162	0.000000112214
380	0.0000970828	0.000000113761
387	0.0000975992	0.000000115268
394	0.0000980667	0.000000116736
401	0.0000984865	0.000000118165
408	0.0000988599	0.000000119553
415	0.0000991883	0.000000120903
422	0.0000994732	0.000000122213
429	0.0000997156	0.000000123484
436	0.0000999163	0.000000124715
443	0.000100076	0.000000125907
450	0.000100197	0.000000127061
457	0.000100281	0.000000128175
464	0.000100328	0.00000012925
471	0.000100341	0.000000130287
478	0.000100321	0.000000131284
485	0.000100269	0.000000132243
492	0.000100186	0.000000133164
499	0.000100073	0.000000134046
506	0.0000999329	0.00000013489
513	0.0000997662	0.000000135695
520	0.0000995749	0.000000136463
527	0.0000993607	0.000000137193
534	0.000099125	0.000000137886
541	0.000098868	0.000000138541
548	0.0000985912	0.000000139158
555	0.0000982965	0.000000139738
562	0.0000979854	0.000000140282
569	0.0000976586	0.000000140789
576	0.0000973166	0.00000014126
583	0.0000969614	0.000000141694
590	0.0000965943	0.000000142092
597	0.0000962169	0.000000142454
604	0.0000958308	0.000000142781
611	0.0000954365	0.000000143072
618	0.0000950354	0.000000143329
625	0.000094623	0.00000014355
632	0.0000941985	0.000000143737
639	0.0000937633	0.00000014389
646	0.0000933187	0.000000144008
653	0.0000928659	0.000000144093
660	0.0000924064	0.000000144144
667	0.0000919414	0.000000144162
674	0.0000914727	0.000000144147
681	0.0000910012	0.0000001441
688	0.0000905283	0.00000014402
695	0.0000900545	0.000000143909
702	0.0000895764	0.000000143766
709	0.000089082	0.000000143591
716	0.0000885706	0.000000143386
723	0.0000880418	0.00000014315
730	0.0000874961	0.000000142884
737	0.0000869344	0.000000142588
744	0.0000863571	0.000000142263
751	0.0000857649	0.000000141908
758	0.0000851586	0.000000141525
765	0.0000845384	0.000000141113
772	0.0000839055	0.000000140674
779	0.0000832595	0.000000140207
786	0.0000825995	0.000000139713
793	0.0000819245	0.000000139192
800	0.0000812351	0.000000138644
807	0.000080532	0.000000138072
814	0.0000798155	0.000000137473
821	0.0000790863	0.000000136849
828	0.000078345	0.000000136202
835	0.0000775922	0.00000013553
842	0.0000768281	0.000000134834
849	0.0000760539	0.000000134115
856	0.0000752697	0.000000133374
863	0.0000744764	0.00000013261
870	0.0000736746	0.000000131825
877	0.0000728648	0.000000131019
884	0.0000720473	0.000000130192
891	0.0000712223	0.000000129345
898	0.0000703902	0.000000128478
905	0.0000695517	0.000000127592
912	0.0000687074	0.000000126687
919	0.000067858	0.000000125765
926	0.0000670043	0.000000124825
933	0.0000661464	0.000000123867
940	0.0000652856	0.000000122894
947	0.0000644221	0.000000121905
954	0.0000635569	0.000000120901
961	0.0000626905	0.000000119882
968	0.0000618235	0.000000118848
975	0.0000609567	0.000000117802
982	0.0000600909	0.000000116742
989	0.0000592267	0.00000011567
